age,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
21,114292,1,7,4,7,4,4,1,0,0,40,37
41,75171,9,13,0,3,4,4,0,0,0,40,37
27,312939,1,7,4,5,3,4,1,0,0,40,37
37,52870,9,13,2,3,0,4,1,0,0,40,37
40,174947,11,9,2,6,0,4,1,0,0,45,37
62,106069,5,4,2,2,0,4,1,0,0,40,37
29,298696,15,10,4,7,1,4,0,0,0,40,37
33,392812,12,14,2,3,0,4,1,0,1977,50,37
53,117932,11,9,0,6,1,4,0,0,0,40,37
64,135527,8,11,0,12,1,4,0,0,0,40,37
60,135158,15,10,2,2,0,4,1,15024,0,48,37
47,54260,1,7,4,5,3,4,1,0,0,40,37
45,28171,12,14,2,3,0,4,1,0,0,40,37
33,150324,8,11,2,12,0,4,1,0,0,40,37
29,109494,9,13,2,9,0,4,1,5178,0,45,37
57,204209,5,4,2,2,0,4,1,3103,0,40,37
19,328167,11,9,4,7,3,4,1,0,0,35,37
26,157617,9,13,4,9,3,4,1,0,0,40,37
63,180955,4,3,2,11,0,4,1,0,0,25,37
42,478373,7,12,0,9,1,4,0,0,0,40,37
38,245090,9,13,2,12,0,4,1,0,0,50,37
34,209900,0,6,4,4,1,4,1,0,0,40,37
20,228649,15,10,4,9,3,4,1,0,0,30,37
35,190297,5,4,2,2,0,4,1,0,0,40,37
38,44780,9,13,2,11,5,4,0,0,0,8,37
52,32372,15,10,2,9,0,4,1,0,0,40,37
32,137184,15,10,2,2,0,4,1,0,0,40,37
67,366425,10,16,0,3,1,4,1,99999,0,60,37
26,160307,12,14,4,9,1,4,0,0,2001,40,37
58,170480,12,14,2,3,0,4,1,0,0,60,37
48,224393,8,11,2,0,0,4,1,0,0,40,37
25,173212,9,13,4,9,3,4,1,0,0,40,37
25,86646,9,13,4,9,1,4,1,4865,0,48,37
25,108683,15,10,4,5,4,4,1,0,0,50,37
18,70021,11,9,4,5,3,4,1,0,0,12,37
36,192939,11,9,2,11,0,4,1,0,0,60,37
45,144086,1,7,2,2,0,4,1,0,0,50,37
34,97614,11,9,4,2,1,4,1,0,0,40,37
68,260198,9,13,2,11,0,4,1,0,0,40,37
37,486194,15,10,4,3,1,4,1,0,0,50,12
21,112225,15,10,4,3,3,1,1,0,0,15,37
49,164200,15,10,2,9,0,4,1,0,0,40,37
39,52401,12,14,4,9,1,4,0,0,0,50,37
41,195821,10,16,2,3,5,4,0,0,1902,40,37
35,108140,12,14,2,3,0,4,1,0,0,50,37
29,187981,15,10,2,7,0,4,1,0,0,40,37
29,108126,6,5,5,9,3,4,0,0,0,40,37
54,168212,9,13,2,9,0,4,1,7688,0,40,37
32,198613,9,13,4,11,1,4,1,0,0,45,37
18,52098,1,7,4,7,3,4,1,0,0,30,37
30,509364,15,10,2,0,3,4,1,0,0,40,37
66,128614,0,6,2,9,0,4,1,0,0,15,37
23,238384,11,9,4,0,3,4,0,0,0,40,37
36,317434,11,9,2,6,0,4,1,0,0,50,37
34,158688,15,10,2,9,0,4,1,0,0,45,37
39,267412,8,11,2,4,0,4,1,0,0,60,37
26,391074,0,6,4,5,3,2,1,0,0,40,37
78,135692,15,10,2,2,0,4,1,0,0,40,37
28,78529,15,10,4,3,1,4,0,0,0,40,37
51,117700,15,10,2,0,5,4,0,0,0,40,37
33,83413,15,10,2,10,0,4,1,0,0,50,37
44,210875,1,7,0,9,1,2,0,0,0,40,37
34,108023,9,13,2,9,0,4,1,0,0,40,37
33,103435,14,15,2,9,0,4,1,7688,0,50,37
28,632733,12,14,2,11,0,4,1,0,0,60,37
55,266019,6,5,2,5,0,2,1,0,0,4,37
30,41210,8,11,4,6,1,4,1,0,0,45,37
45,125892,11,9,3,2,1,4,1,0,0,40,29
46,135339,8,11,2,2,0,2,1,0,0,40,37
17,272372,1,7,4,0,3,4,0,0,0,7,37
40,291300,1,7,2,6,0,4,1,0,0,40,31
44,157473,12,14,0,9,1,4,0,0,0,50,37
56,329948,11,9,2,11,0,4,1,0,0,40,37
69,264722,7,12,2,11,0,4,1,0,0,40,37
41,132853,3,2,2,13,0,4,1,0,0,40,24
47,216586,1,7,0,7,1,2,1,0,0,40,37
33,504725,1,7,2,13,0,4,1,3464,0,40,24
25,150083,9,13,4,9,1,4,1,0,0,20,37
42,188789,5,4,6,5,1,4,0,0,0,35,37
65,101427,9,13,2,9,0,4,1,2653,0,30,37
24,103277,8,11,4,9,3,4,0,0,0,40,37
48,191013,9,13,6,9,4,0,0,0,0,40,37
82,220667,5,4,6,3,1,4,0,0,0,40,37
36,188800,11,9,2,11,0,4,1,0,0,40,37
34,24361,14,15,4,9,1,4,0,10520,0,40,37
28,82910,11,9,2,13,0,4,1,0,0,40,37
65,105586,15,10,2,3,0,1,1,20051,0,40,37
66,240294,15,10,2,13,0,2,1,0,0,60,37
40,21755,15,10,4,2,2,0,1,0,0,30,37
66,73522,15,10,2,11,0,4,1,0,0,40,37
37,222450,4,3,2,6,0,4,1,0,0,40,7
34,35595,9,13,2,11,0,4,1,0,0,40,37
41,239061,12,14,6,9,1,4,0,0,0,20,37
43,122473,12,14,2,3,5,2,0,0,1977,50,37
20,190290,11,9,4,13,1,4,1,0,0,45,1
59,193375,12,14,2,9,5,4,0,0,0,10,37
48,148576,11,9,2,6,0,4,1,0,0,40,37
45,72896,8,11,2,9,0,4,1,0,0,40,37
28,180299,11,9,2,2,0,4,1,0,0,48,37
43,221550,9,13,5,0,4,4,0,0,0,35,37
18,183011,15,10,4,7,3,2,0,0,0,15,13
34,370209,11,9,0,9,1,4,1,0,0,40,37
55,298449,10,16,2,9,0,4,1,0,2179,60,37
21,300812,11,9,4,7,3,4,1,0,0,40,37
47,173938,9,13,2,2,0,4,1,0,0,40,37
45,282172,7,12,4,3,1,4,0,0,0,40,37
61,87300,11,9,0,7,1,4,0,0,0,40,37
23,64520,0,6,4,2,1,4,1,0,0,40,37
44,119567,12,14,5,9,4,4,0,0,0,40,37
45,117310,11,9,2,3,5,4,0,0,0,50,37
35,28738,9,13,4,0,1,4,0,4101,0,40,37
17,99695,0,6,4,9,3,4,0,0,0,15,37
49,366089,9,13,2,3,0,4,1,0,0,50,37
40,234397,9,13,2,10,0,2,1,0,0,40,37
28,132686,12,14,4,9,1,4,1,0,0,40,37
33,196963,15,10,4,3,1,4,0,0,0,60,37
31,46492,8,11,4,2,3,4,1,0,0,40,37
38,274245,7,12,4,9,1,4,1,0,0,40,37
62,360032,0,6,0,11,1,4,0,0,0,35,37
40,144778,11,9,4,5,1,4,1,0,0,40,37
61,142245,11,9,0,0,1,4,0,0,0,40,37
42,178074,12,14,2,0,5,4,0,0,1902,40,37
19,218171,15,10,4,9,3,1,1,0,0,2,33
32,130242,9,13,2,9,0,4,1,0,0,45,37
52,98980,11,9,0,13,1,4,1,0,0,40,37
34,284629,11,9,2,9,0,4,1,0,0,40,37
37,114591,7,12,4,3,1,4,0,0,0,50,37
30,134639,9,13,4,3,1,4,1,8614,0,45,37
27,134890,8,11,2,2,0,4,1,0,0,40,37
25,199545,11,9,4,11,1,4,0,0,0,35,37
32,227282,15,10,2,13,0,4,1,0,0,50,37
47,308241,9,13,0,3,4,4,0,0,0,60,37
43,214781,15,10,4,0,4,4,1,0,0,38,37
50,173630,12,14,2,9,0,4,1,0,0,36,37
42,348059,7,12,5,9,4,4,0,0,0,40,37
31,208785,1,7,4,2,1,4,1,0,0,30,37
43,151809,11,9,2,13,0,4,1,0,0,30,37
37,71592,11,9,4,7,2,1,0,0,0,17,37
58,132704,9,13,0,0,1,4,1,3325,0,40,37
32,250583,15,10,0,11,1,4,0,0,0,38,37
35,114765,12,14,4,9,1,4,0,0,0,38,37
40,194924,15,10,2,4,0,4,1,0,0,60,37
39,73471,11,9,2,7,0,4,1,0,1573,45,37
51,250423,12,14,2,11,0,4,1,0,0,55,37
42,145441,11,9,2,3,0,4,1,0,0,50,37
27,86681,15,10,0,11,1,4,0,0,0,40,37
69,188643,11,9,6,0,1,4,0,0,1429,30,37
74,68326,8,11,6,8,1,4,0,0,0,40,37
36,382859,7,12,2,3,0,4,1,0,0,43,37
23,211968,15,10,4,9,3,4,0,0,0,23,18
48,132368,4,3,2,13,0,4,1,0,0,40,37
38,196123,15,10,2,9,0,4,1,0,0,40,37
68,178066,6,5,2,2,0,4,1,1797,0,24,37
40,105936,14,15,4,9,3,4,0,0,0,40,37
23,306639,6,5,2,6,0,4,1,0,0,40,37
48,26502,11,9,0,3,1,4,1,0,0,40,37
47,204698,12,14,2,9,0,4,1,0,0,40,37
55,118057,11,9,6,2,4,4,1,0,0,51,37
22,199266,15,10,4,0,1,4,0,0,0,17,37
49,248145,11,9,2,2,2,4,1,0,0,40,25
51,239284,11,9,6,11,1,4,0,0,0,40,37
42,188738,9,13,2,3,0,4,1,7688,0,40,37
31,209101,9,13,2,3,0,4,1,0,0,50,37
67,197816,11,9,2,9,0,4,1,0,0,24,37
27,60726,9,13,4,9,1,2,1,0,0,45,37
59,211678,12,14,2,13,0,4,1,0,0,15,37
66,304957,11,9,6,8,4,4,0,0,0,25,37
28,278552,8,11,4,3,1,4,1,0,0,60,37
33,79303,15,10,2,4,0,4,1,0,0,50,37
44,64632,9,13,4,9,1,4,1,0,0,55,37
39,560313,12,14,2,9,0,2,1,0,0,45,37
39,174597,9,13,2,2,0,4,1,0,0,42,37
46,139946,11,9,0,3,4,4,0,0,0,38,37
19,277695,13,1,4,4,1,4,1,0,0,36,24
44,138471,15,10,2,2,0,4,1,0,0,50,37
24,320615,11,9,4,11,3,4,1,0,2205,40,37
48,164954,11,9,4,7,3,2,0,0,0,42,37
27,263728,11,9,2,5,0,4,1,3137,0,50,37
44,103980,15,10,0,9,3,4,1,3325,0,35,37
30,159442,11,9,4,0,1,4,0,0,0,35,19
32,113838,9,13,2,9,0,4,1,0,0,40,37
49,28171,12,14,2,10,0,4,1,15024,0,78,37
37,227253,13,1,2,11,0,4,1,0,0,30,24
24,211129,9,13,4,3,2,4,0,0,0,60,37
19,120003,15,10,4,0,3,4,0,0,0,20,37
20,245182,15,10,4,0,3,4,0,0,0,10,37
25,188767,7,12,4,3,1,4,1,0,0,45,37
29,227890,15,10,0,6,1,2,1,0,0,40,37
43,131650,15,10,2,3,0,4,1,0,0,40,37
35,258725,7,12,2,12,0,4,1,0,0,40,37
47,127678,15,10,2,10,0,4,1,0,0,48,37
53,110747,11,9,2,2,0,4,1,0,0,40,37
27,409246,11,9,2,4,0,4,1,0,0,40,37
32,128829,11,9,4,0,4,4,0,0,0,40,37
36,170031,11,9,2,2,0,4,1,0,0,40,37
55,150917,5,4,2,11,0,4,1,0,0,80,37
41,197372,0,6,2,13,0,4,1,0,0,70,37
49,43479,10,16,0,9,4,4,1,0,0,63,1
36,166549,11,9,2,2,0,4,1,0,0,40,37
62,119684,9,13,2,11,0,4,1,2829,0,28,37
44,651702,11,9,2,2,0,4,1,0,0,72,37
69,199829,9,13,2,3,0,4,1,0,1258,40,37
22,86745,15,10,4,0,3,1,0,0,0,40,28
36,644278,11,9,2,2,0,4,1,0,0,25,37
58,31137,11,9,2,11,0,4,1,3464,0,60,37
32,104525,11,9,2,2,0,4,1,2407,0,40,37
19,91278,15,10,4,9,3,4,1,0,0,25,37
27,111361,15,10,0,11,4,4,0,0,0,35,37
19,291692,15,10,4,9,3,4,1,0,0,28,37
35,228881,11,9,4,2,2,3,1,0,0,40,31
58,152731,9,13,2,11,0,4,1,0,0,40,37
18,178310,15,10,4,0,3,4,0,0,0,20,37
48,116360,8,11,0,12,2,2,0,0,0,10,37
22,535852,0,6,4,6,1,4,1,0,0,40,24
39,30828,11,9,0,5,1,4,1,0,0,40,37
47,39518,9,13,2,11,0,4,1,0,0,60,37
23,445758,4,3,4,5,4,4,1,0,0,40,24
40,222504,8,11,4,9,3,4,0,0,0,36,37
35,357619,8,11,2,0,5,4,0,0,0,40,10
20,121389,15,10,4,9,3,4,1,0,0,32,37
41,228847,15,10,2,11,0,4,1,0,0,40,37
27,118598,11,9,4,6,4,2,0,0,0,35,37
58,49893,12,14,2,3,0,4,1,0,0,50,37
38,452353,15,10,0,0,4,4,0,0,0,40,37
40,285000,9,13,0,0,4,2,0,0,0,40,37
29,263300,11,9,5,8,4,2,0,0,0,55,37
28,132675,8,11,4,3,1,2,0,0,0,40,10
35,175232,15,10,4,0,1,4,1,0,0,40,37
18,257421,2,8,4,6,3,2,0,0,0,40,37
29,196227,9,13,4,9,1,4,0,0,0,40,37
25,34965,15,10,4,11,2,4,1,0,0,40,37
65,475775,11,9,6,0,1,4,0,0,0,22,37
19,196857,1,7,4,0,3,4,0,594,0,15,37
37,159917,6,5,5,7,4,4,0,0,0,25,37
22,212803,11,9,4,7,1,4,0,0,0,40,37
70,118902,9,13,2,0,0,4,1,0,0,40,32
21,166827,15,10,4,7,1,4,0,0,0,32,37
21,180060,15,10,4,6,3,4,1,0,0,40,37
23,47218,15,10,4,0,2,4,0,0,0,40,37
46,73541,11,9,2,0,0,4,1,0,0,40,37
33,150688,10,16,2,9,0,1,1,0,0,50,17
36,207824,9,13,2,9,0,4,1,7298,0,40,37
42,198282,9,13,2,3,0,4,1,0,0,60,37
52,206359,8,11,2,11,0,4,1,0,0,40,37
55,125659,11,9,2,9,5,4,0,0,0,6,37
60,129193,15,10,6,4,1,4,1,0,0,40,37
57,167457,5,4,0,3,4,4,0,0,0,40,37
35,455469,9,13,2,2,0,2,1,0,0,40,37
24,206891,11,9,4,0,1,4,0,0,0,40,37
37,269323,9,13,2,9,0,4,1,0,0,55,37
45,187715,11,9,2,10,0,4,1,0,0,40,37
48,71376,12,14,4,3,1,4,1,0,0,40,37
22,268707,1,7,2,6,2,4,1,0,0,42,37
45,215620,11,9,0,13,1,4,1,0,0,40,37
32,158438,11,9,0,13,3,4,1,0,0,40,37
35,209629,9,13,4,9,1,4,1,0,0,40,37
22,121076,9,13,4,9,3,4,0,0,0,40,37
34,97933,6,5,5,0,4,4,0,0,0,38,37
25,177423,11,9,4,7,1,1,1,4416,0,45,28
39,185520,15,10,4,4,1,4,0,0,0,40,37
44,38321,11,9,2,2,0,4,1,0,0,40,37
33,213307,3,2,0,6,4,4,0,0,0,40,24
48,328581,1,7,2,6,0,2,1,0,0,40,37
58,177368,11,9,2,0,0,4,1,0,0,40,37
36,148903,15,10,4,3,1,4,0,0,0,60,37
53,385520,11,9,6,4,4,4,0,0,0,55,37
25,193716,15,10,2,4,0,4,1,0,0,50,37
21,238899,9,13,4,11,3,2,0,0,0,30,37
36,209993,4,3,2,8,5,4,0,0,0,40,7
51,136060,11,9,6,0,4,4,0,0,0,40,37
26,192944,9,13,4,9,1,4,0,0,0,40,37
41,29927,8,11,0,9,4,4,0,0,0,40,37
23,200593,9,13,4,9,3,4,1,0,0,40,37
20,311376,15,10,4,3,3,4,0,0,0,25,37
58,206814,9,13,2,0,0,4,1,7688,0,50,37
21,278391,11,9,4,0,3,4,1,0,0,25,25
32,364657,9,13,2,9,0,4,1,0,0,50,37
54,120781,10,16,3,9,4,1,1,0,0,20,17
62,175080,11,9,2,0,5,4,0,0,0,40,37
29,522241,15,10,2,9,5,4,0,0,0,40,37
43,161240,8,11,2,2,0,4,1,0,0,60,37
20,162282,15,10,4,6,3,4,1,0,0,60,37
23,199419,15,10,4,0,3,4,0,0,0,20,37
26,171114,9,13,4,0,1,4,0,0,0,40,37
33,208855,14,15,2,9,0,4,1,0,0,60,37
30,381030,15,10,4,2,1,2,1,0,0,40,37
63,219337,5,4,2,2,0,4,1,3471,0,45,37
45,180010,11,9,0,11,3,4,0,0,0,40,37
39,189382,15,10,4,0,1,4,0,0,0,40,37
26,121712,11,9,4,5,4,4,1,0,0,30,37
28,192257,15,10,2,9,0,4,1,0,0,5,37
20,68620,15,10,4,9,3,4,1,0,0,40,37
39,352188,9,13,4,0,1,4,1,0,0,40,37
34,398874,9,13,4,9,1,4,1,0,0,42,37
33,191930,11,9,4,7,2,2,1,0,0,50,37
26,269168,15,10,2,3,0,1,1,0,0,40,37
20,123536,15,10,4,9,1,1,0,0,0,40,37
40,173651,15,10,2,9,0,4,1,0,0,40,37
49,149337,11,9,5,5,1,4,1,0,0,40,37
64,146674,11,9,2,7,0,2,1,0,0,40,37
65,173483,9,13,0,9,1,4,0,0,0,35,37
19,223669,1,7,4,7,3,4,1,0,0,20,37
47,182177,15,10,0,10,4,4,0,0,0,23,37
24,109414,15,10,4,11,2,1,1,0,0,20,17
55,150917,15,10,2,3,0,4,1,0,1977,45,37
61,39128,11,9,2,2,0,4,1,0,0,35,37
47,103540,9,13,2,9,0,4,1,0,0,50,37
64,110212,11,9,2,7,0,2,1,0,0,40,37
37,222450,11,9,4,11,1,4,1,0,2339,40,7
21,113760,11,9,4,9,3,4,0,0,0,40,37
40,253717,1,7,2,9,5,4,0,0,0,16,37
25,306908,11,9,2,6,0,4,1,0,0,40,37
41,263871,15,10,2,2,0,4,1,0,0,55,37
40,55294,9,13,2,9,0,4,1,0,0,40,37
21,174063,8,11,4,7,3,4,0,0,0,20,37
54,258735,15,10,2,3,0,4,1,0,0,40,37
47,275867,11,9,2,9,0,4,1,0,0,40,37
21,154235,15,10,4,11,3,4,0,0,0,35,37
32,210448,15,10,2,2,2,4,1,0,0,40,37
32,337908,15,10,0,0,4,2,0,0,0,30,37
26,205333,9,13,4,9,1,4,0,0,0,10,37
23,187447,15,10,5,7,3,4,1,0,0,40,37
27,153589,6,5,5,2,1,4,1,0,0,40,37
29,149988,15,10,0,0,4,4,0,0,0,40,37
43,398959,15,10,2,2,0,4,1,0,0,40,37
23,194096,15,10,4,9,3,4,0,0,0,30,37
39,44041,7,12,3,0,2,4,1,0,0,60,37
22,208946,7,12,4,11,3,4,1,0,0,30,37
47,202117,11,9,0,11,1,4,0,0,0,37,37
34,303129,11,9,0,13,1,0,1,0,0,40,37
35,215419,15,10,0,0,1,4,0,0,0,45,37
20,175069,15,10,4,11,3,4,1,1055,0,30,37
36,20469,11,9,0,0,4,0,0,0,0,40,37
52,254680,11,9,2,13,0,2,1,0,0,99,37
38,46385,11,9,2,3,0,4,1,0,0,40,37
33,178463,11,9,2,2,0,4,1,0,0,40,37
18,229296,11,9,4,5,3,4,1,0,0,35,37
38,179352,7,12,3,0,4,4,0,0,0,40,37
56,177368,15,10,2,10,0,4,1,0,0,50,37
30,156015,15,10,2,3,0,4,1,0,0,45,37
35,308945,15,10,2,6,0,4,1,0,0,50,37
60,119575,11,9,2,11,0,4,1,0,0,50,37
20,332689,4,3,2,2,0,4,1,0,0,40,24
18,150817,2,8,4,10,3,4,0,0,0,45,37
19,50941,15,10,4,11,3,4,0,0,0,15,37
53,59664,11,9,2,11,0,2,1,5013,0,40,37
18,56613,15,10,4,6,3,4,0,0,0,20,37
44,162372,6,5,2,2,0,4,1,0,0,45,31
57,77927,4,3,0,7,1,1,0,0,0,37,37
36,157278,15,10,4,9,1,4,0,0,0,40,37
40,170214,9,13,2,13,0,4,1,0,0,70,18
33,76493,9,13,4,9,1,4,1,0,0,50,37
19,130431,4,3,4,4,1,4,1,0,0,36,24
40,23037,15,10,4,7,3,0,1,0,0,84,37
20,176321,15,10,4,6,1,4,0,0,0,40,37
47,105449,9,13,2,11,0,4,1,0,0,65,37
41,157217,11,9,5,2,4,4,1,0,0,40,37
47,382532,15,10,2,2,0,4,1,0,1887,40,37
23,250918,15,10,4,7,1,2,1,0,0,30,37
49,139268,15,10,2,7,0,4,1,0,0,70,37
37,200352,9,13,2,2,0,4,1,0,0,50,37
67,267915,11,9,0,2,1,2,1,0,0,40,37
24,376474,11,9,2,6,0,4,1,0,0,40,37
39,153047,11,9,2,2,0,4,1,0,0,50,37
29,154236,11,9,2,6,0,4,1,4386,0,58,37
22,261881,1,7,4,9,2,2,0,0,0,15,37
26,427744,11,9,4,0,3,4,1,0,0,40,37
33,100580,15,10,2,7,5,4,0,0,0,10,37
23,238179,11,9,4,7,1,4,1,0,2339,45,37
37,272471,15,10,6,13,4,4,0,0,0,40,37
30,259058,12,14,0,9,4,4,1,0,1726,40,37
41,112656,11,9,0,7,4,4,0,0,0,40,37
23,197286,9,13,4,0,3,4,0,0,0,40,37
47,26145,7,12,2,3,0,4,1,0,0,40,37
24,314440,11,9,4,6,1,4,0,0,0,40,37
39,57691,11,9,5,3,1,4,1,0,2258,70,37
33,301251,11,9,2,2,0,4,1,0,0,60,37
25,243410,11,9,4,7,1,2,0,0,0,40,37
40,119008,11,9,5,7,4,2,0,0,0,40,37
67,169435,6,5,2,13,0,4,1,0,0,40,37
55,200327,11,9,2,0,5,4,0,0,0,18,37
69,31501,8,11,6,0,4,4,0,0,0,40,37
34,223327,11,9,2,12,0,4,1,0,1672,42,37
52,191130,14,15,2,9,0,4,1,15024,0,40,37
22,191561,15,10,2,9,5,4,0,0,0,30,37
47,245724,9,13,2,5,0,4,1,0,0,40,37
45,194134,8,11,4,7,4,4,0,0,0,40,24
23,140764,9,13,4,11,3,4,0,0,1590,40,37
41,189941,9,13,4,3,1,4,1,0,0,40,37
32,149368,9,13,2,9,0,4,1,0,0,40,37
57,237546,12,14,2,3,0,4,1,0,0,60,37
34,211051,9,13,4,5,3,4,1,0,0,40,37
44,307468,8,11,2,10,0,4,1,0,0,50,37
46,27847,11,9,2,2,0,4,1,0,0,48,37
60,39263,12,14,4,3,1,4,0,3325,0,35,37
46,183610,12,14,5,9,4,4,0,0,0,40,37
32,235847,12,14,4,3,1,4,0,0,0,52,37
44,32627,12,14,2,3,0,4,1,0,1887,60,37
43,42026,11,9,2,5,0,4,1,0,0,40,37
48,72808,1,7,0,0,1,4,0,0,0,42,37
55,377113,9,13,2,13,0,4,1,15024,0,60,37
24,176389,9,13,4,2,3,4,1,0,0,40,37
65,71075,15,10,0,11,1,4,0,0,0,20,37
51,110327,1,7,2,2,0,4,1,0,0,60,37
42,392167,9,13,2,0,0,4,1,0,0,40,37
36,130808,15,10,2,2,0,4,1,0,0,40,37
19,351757,0,6,4,7,4,4,1,0,0,30,7
24,345420,5,4,4,4,2,4,1,0,0,50,37
52,220984,11,9,2,6,0,4,1,0,0,40,37
28,236834,6,5,4,8,1,4,0,0,0,35,24
42,153489,9,13,2,3,0,4,1,0,0,40,37
25,330850,11,9,2,10,0,4,1,0,0,70,37
53,337195,7,12,2,3,0,4,1,0,0,45,37
35,214816,11,9,2,0,0,4,1,0,0,36,37
20,92863,11,9,0,6,1,4,1,0,0,40,37
38,226894,9,13,4,3,1,2,1,13550,0,40,37
46,40666,9,13,0,3,2,4,1,0,0,40,37
18,142043,1,7,4,9,2,4,1,0,0,15,37
58,105239,11,9,2,5,2,4,1,0,0,40,37
41,112763,15,10,2,0,5,4,0,0,0,35,37
66,219220,11,9,2,4,0,4,1,2653,0,40,37
38,168223,15,10,0,0,4,4,0,0,0,40,37
29,175639,15,10,0,7,4,4,0,0,0,28,37
39,167482,15,10,2,11,0,4,1,0,0,40,37
44,178417,11,9,2,10,3,4,1,0,0,40,37
26,33604,11,9,4,5,3,0,1,0,0,25,37
27,62082,9,13,4,11,3,3,1,0,0,38,37
29,149902,10,16,4,9,1,4,0,0,0,80,37
29,74784,11,9,2,13,0,4,1,0,0,70,37
47,54260,15,10,2,11,0,4,1,0,0,45,37
62,119986,9,13,2,9,0,4,1,0,0,60,37
29,165218,9,13,4,9,1,4,0,0,0,55,37
52,192853,11,9,2,13,0,3,1,0,0,40,21
27,56299,1,7,4,5,2,4,1,0,0,40,37
53,394690,15,10,2,9,5,4,0,0,0,5,37
29,208406,7,12,4,0,1,4,1,0,0,40,37
62,165827,11,9,2,2,0,4,1,0,0,40,37
72,249559,11,9,6,8,1,4,0,0,0,25,37
27,151382,11,9,4,3,3,4,1,0,0,40,37
38,161141,15,10,2,2,0,4,1,0,0,55,37
27,57092,11,9,0,2,1,4,1,0,0,45,37
49,116927,12,14,0,9,1,4,1,0,0,60,37
56,133876,9,13,2,9,0,4,1,0,0,40,37
52,229259,14,15,2,9,0,4,1,0,0,40,37
22,338162,11,9,2,6,5,2,0,0,0,40,37
37,38948,9,13,2,9,0,4,1,0,0,40,37
55,169276,11,9,0,6,2,2,1,0,0,40,37
38,364803,15,10,2,13,0,2,1,0,0,65,37
45,302677,15,10,4,3,1,4,0,0,1340,50,37
35,235485,9,13,2,3,0,4,1,0,0,40,37
21,91189,15,10,4,11,4,4,1,0,0,60,37
54,149596,9,13,2,3,5,4,0,0,0,45,37
19,89211,11,9,4,11,3,4,0,0,0,40,37
48,241854,12,14,2,3,0,4,1,0,0,55,37
41,213351,11,9,2,3,0,4,1,0,0,40,37
20,74631,6,5,4,7,3,4,0,0,0,40,37
56,128696,1,7,2,12,5,2,0,0,0,40,37
49,141069,11,9,0,0,2,4,0,0,0,40,37
17,347248,0,6,4,9,3,4,0,0,0,20,37
45,176947,5,4,4,0,3,4,0,0,0,20,37
46,274200,11,9,0,4,1,4,1,0,0,50,37
39,94036,11,9,0,5,3,4,1,0,0,40,37
52,188431,11,9,2,9,0,4,1,0,0,45,37
34,176802,1,7,5,7,4,2,0,0,0,40,37
65,258973,15,10,6,9,1,4,0,401,0,14,37
46,235646,11,9,2,2,0,4,1,0,0,40,37
41,175883,11,9,2,13,0,4,1,0,0,60,37
48,154430,9,13,4,3,1,4,0,0,0,35,37
71,258126,6,5,2,10,0,4,1,0,0,39,4
26,337575,9,13,4,9,1,4,1,0,0,40,37
47,308241,11,9,2,11,5,4,0,0,0,40,37
21,162165,15,10,4,9,1,4,0,0,0,43,37
23,298623,11,9,4,13,3,2,1,0,0,40,37
65,270935,11,9,6,2,1,4,1,0,0,55,37
60,338833,11,9,4,0,1,2,0,0,0,38,37
19,341631,11,9,4,9,2,4,0,0,0,25,37
35,233786,11,9,4,2,4,4,1,0,0,40,37
32,366876,11,9,2,2,0,4,1,0,0,40,37
36,183279,11,9,2,0,0,4,1,0,0,38,37
41,29606,15,10,2,0,5,0,0,0,0,40,37
24,137300,11,9,4,7,1,4,0,0,0,20,37
45,184070,11,9,4,6,3,2,0,0,0,40,37
48,188610,7,12,2,2,0,4,1,0,0,48,37
20,41356,15,10,4,0,1,4,0,0,0,25,37
51,145409,15,10,2,2,0,4,1,0,0,50,37
24,287413,11,9,4,9,1,2,1,0,0,60,37
39,100011,7,12,4,12,1,4,0,0,0,38,37
21,119673,15,10,4,7,1,4,0,0,0,30,37
49,140782,9,13,2,9,5,4,0,0,2415,3,37
30,193246,11,9,4,10,1,4,1,0,0,40,37
68,420526,12,14,6,9,1,4,0,0,0,5,37
30,34574,12,14,2,9,0,4,1,0,0,50,37
32,400061,14,15,2,9,0,1,1,15024,0,40,28
49,107009,11,9,0,7,1,4,1,0,0,40,30
24,33551,15,10,0,0,1,4,1,0,0,50,37
34,121640,15,10,0,9,1,0,1,0,0,44,37
40,179524,9,13,4,9,1,4,0,0,0,40,37
23,473206,11,9,4,9,3,2,1,0,0,32,37
41,54422,7,12,2,9,5,4,0,0,0,40,37
23,202416,11,9,4,11,1,4,0,0,0,30,37
48,158685,11,9,0,7,1,4,0,0,0,16,37
56,76534,11,9,2,3,2,1,0,0,0,21,2
42,218948,10,16,0,9,4,2,0,0,0,36,21
37,175120,15,10,2,2,0,4,1,0,0,40,37
32,100154,6,5,2,7,0,4,1,0,0,40,7
29,160510,9,13,2,9,0,4,1,0,0,50,37
58,223214,11,9,2,9,0,4,1,0,0,40,37
40,79488,11,9,5,7,1,4,0,0,0,40,37
40,136986,12,14,2,3,0,4,1,99999,0,52,37
33,202339,1,7,4,11,4,4,0,0,0,34,37
58,205737,11,9,2,7,0,4,1,0,0,40,37
32,80145,11,9,2,6,0,4,1,0,0,40,37
22,303579,15,10,4,9,3,4,1,0,1602,8,37
47,235108,15,10,2,2,0,4,1,5178,0,40,37
